symbol,type,date,entry,exit,sl,tp,rr,risk_pct,pnl_pct,win,reason,days,year
ALLE,A,2019-12-04,110.93621772766113,114.19361877441406,99.86052760052422,127.5497529183665,1.5,9.983836076263907,2.9362827699332343,True,timeout,20,2019
ALLE,A,2020-01-16,117.3148413848877,128.0805206298828,109.33440514062741,141.25615011766857,3.0,6.80258026184257,9.176741082294068,True,timeout,20,2020
ALLE,A,2021-05-04,127.36106185913086,129.5182342529297,112.62044864080947,149.47198168661293,1.5,11.573877449785561,1.693745609772629,True,timeout,20,2021
ALLE,B,2023-06-15,113.80357109069824,120.02710723876953,109.05668375065832,128.044233110818,3.0,4.171123361547928,5.468665076521463,True,timeout,20,2023
ALLE,A,2024-02-01,122.71874496459961,123.53939056396484,110.53464847804308,140.9948896944344,1.4999999999999993,9.928472206973144,0.6687206584470574,True,timeout,20,2024
ALLE,A,2024-02-08,125.89208953857421,127.48524475097656,112.68014909837407,165.52791085917463,3.0,10.494654976833875,1.265492707478016,True,timeout,20,2024
ALLE,B,2024-02-09,127.2328253173828,127.67034149169922,121.53332010290079,144.33134096082887,3.0000000000000027,4.479587087895421,0.3438705170816009,True,timeout,20,2024
ALLE,B,2024-03-07,127.22314224243163,129.37545776367188,121.87175051261788,135.25022983715226,1.4999999999999987,4.206303692465279,1.6917641580797216,True,timeout,20,2024
ALLE,A,2024-08-30,134.94662567138673,143.56333923339844,121.2411428501995,155.50484990316758,1.5000000000000004,10.156224917073462,6.38527530358156,True,timeout,20,2024
ALLE,A,2025-06-23,140.4936831665039,152.07438907451188,132.77321256116525,152.07438907451188,1.5000000000000018,5.4952439364756716,8.242865904713518,True,target,12,2025
ALLE,B,2025-09-11,174.74672241210936,174.7883758544922,166.19967328012055,200.3878698080758,3.0,4.891106977006472,0.023836465604540245,True,timeout,20,2025
ALL,B,2016-11-15,57.198886756896975,59.1076545715332,55.415833364320065,62.548046934627706,3.0,3.117286880346341,3.3370716160067064,True,timeout,20,2016
ALL,A,2017-01-18,60.055862159729,63.44044093136682,57.79947631197046,63.44044093136682,1.5000000000000016,3.757145042322919,5.635717563484385,True,target,11,2017
ALL,B,2018-09-19,84.55346397399903,86.26146738352199,83.41479503431705,86.26146738352199,1.4999999999999938,1.346685145900266,2.02002771885039,True,target,1,2018
ALL,B,2019-06-07,85.0646427154541,89.04620361328125,82.85942319287544,91.68030128319008,3.0,2.592404378814873,4.68062966084004,True,timeout,20,2019
ALL,A,2019-09-26,91.75394050598145,92.80934143066406,87.21795073184248,98.5579251671899,1.4999999999999984,4.943645743305452,1.1502513340163454,True,timeout,20,2019
ALL,B,2021-03-10,99.77491035461426,103.80374482022283,97.08902071087522,103.80374482022283,1.5,2.6919489420667086,4.037923413100063,True,target,3,2021
ALL,B,2024-04-19,164.61463073730468,162.9607391357422,153.02231014180774,182.0031116305501,1.5000000000000013,7.042096163369707,-1.0047051068029338,False,timeout,20,2024
ALL,A,2024-05-31,160.33120697021485,158.62356661226707,158.62356661226707,164.10476417089774,2.2098079277172253,1.0650704814222562,-1.0650704814222562,False,stop,1,2024
ALL,A,2024-08-26,175.23305145263672,186.35311889648438,157.73509534933797,201.47998560758484,1.5,9.985534097731685,6.345873310808193,True,timeout,20,2024
ALL,B,2024-11-21,195.70397827148437,188.56053690366517,188.56053690366517,217.134302374942,3.0,3.6501257822718793,-3.6501257822718793,False,stop,13,2024
GOOGL,A,2020-06-23,71.8729712677002,77.60112762451172,65.65849822056093,81.19468083840908,1.499999999999999,8.64646742374495,7.969833799518687,True,timeout,20,2020
GOOGL,B,2020-08-26,80.71729705810547,77.23335391773585,77.23335391773585,91.16912647921433,3.0,4.316228698616671,-4.316228698616671,False,stop,7,2020
GOOGL,A,2021-01-20,92.30061126708985,104.42740631103516,83.37847900244392,119.06700806102762,3.0,9.666384807385501,13.138369158633258,True,timeout,20,2021
GOOGL,A,2021-03-05,102.95404815673828,110.03853607177734,90.48368368389482,121.65959486600346,1.4999999999999993,12.112553800563965,6.881213552917867,True,timeout,20,2021
GOOGL,A,2023-10-06,135.08768737792968,126.96869845590955,126.96869845590955,147.26617076095988,1.4999999999999991,6.010162050747046,-6.010162050747046,False,stop,13,2023
GOOGL,A,2024-12-10,182.4746923828125,191.15623474121094,162.44910882567024,242.55144305423926,3.0,10.974444343838494,4.757669266369001,True,timeout,20,2024
GOOGL,B,2024-12-11,192.55578552246092,190.1309814453125,170.23033657197138,259.5321323739296,3.0000000000000013,11.594275856170192,-1.2592735505553418,False,timeout,20,2024
GOOG,A,2019-09-12,60.59786888122559,58.35243606567383,56.679749475474,66.47504798985297,1.4999999999999991,6.4657709554625935,-3.705464989128418,False,below_sma,14,2019
GOOG,A,2019-09-25,61.20029285430908,58.35243606567383,57.4575678974446,66.81438028960581,1.4999999999999991,6.115534390945259,-4.653338498583245,False,below_sma,5,2019
GOOG,B,2020-08-26,81.12675819396972,77.49424665202595,77.49424665202595,92.02429281980103,3.0,4.477575121710929,-4.477575121710929,False,stop,7,2020
GOOG,A,2021-01-20,92.64096908569336,104.99797058105469,83.74293193858045,119.33508052703206,3.0,9.604861903897156,13.338592652167794,True,timeout,20,2021
GOOG,A,2021-03-05,103.52282684326171,110.3713607788086,91.11087811319501,122.14074993836175,1.4999999999999993,11.989576703560227,6.615481961206368,True,timeout,20,2021
GOOG,A,2024-12-10,183.81906875610352,192.28543090820312,164.07720484727346,243.04466048259368,3.0,10.739834578872845,4.605812775242062,True,timeout,20,2024
GOOG,B,2024-12-11,193.85111206054688,191.409423828125,172.00753494916762,259.38184339468467,3.0,11.268223782258573,-1.2595688549154427,False,timeout,20,2024
MO,A,2016-06-16,33.520698165893556,35.63568115234375,31.716128381174837,38.93440752004972,3.0000000000000018,5.383449281956849,6.30948369864842,True,timeout,20,2016
MO,A,2025-03-03,52.06992359161377,56.075103759765625,46.92681013385897,67.49926396487817,2.9999999999999987,9.877320923480546,7.691926340366121,True,timeout,20,2025
AMZN,B,2017-03-29,43.27883960723877,45.91899871826172,41.393932106262895,48.933562110166406,3.0,4.3552634915392,6.100346347043361,True,timeout,20,2017
AMZN,B,2018-01-05,60.84243072509766,66.29955074982806,59.02339071685419,66.29955074982806,2.999999999999996,2.989755646782716,8.969266940348136,True,target,6,2018
AMZN,B,2018-01-08,61.72006324768066,67.43883409955801,59.81380629705488,67.43883409955801,3.0,3.088553138670699,9.265659416012097,True,target,10,2018
AMZN,A,2019-07-09,98.42085090637207,93.33899688720703,91.54095270257103,119.06054551777517,3.0,6.990285229647012,-5.163391671953144,False,below_sma,16,2019
AMZN,B,2019-07-10,99.8617936706543,95.66006524729548,95.66006524729548,112.46697894073074,3.0,4.207543514806253,-4.207543514806253,False,stop,13,2019
AMZN,B,2024-02-02,170.0918975830078,177.5800018310547,152.49750866688487,222.87506433137662,3.0,10.34404881486878,4.402387388495419,True,timeout,20,2024
AMZN,B,2025-01-27,233.06579818725587,239.49282509953335,228.78111357907088,239.49282509953335,1.5,1.8384012761677175,2.7576019142515764,True,target,1,2025
AMCR,A,2020-09-17,44.587368965148926,42.09359359741211,41.41530013186528,49.345472215074395,1.5,7.11427677143957,-5.593008570848933,False,below_sma,4,2020
AMCR,B,2021-05-05,49.36187267303467,48.9638786315918,47.01038045778674,52.88911099590656,1.5,4.763782425403199,-0.806278246530721,False,timeout,20,2021
